사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat(위도),lon(경도)
2022060200100208,2022년 6월 2일 12시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,승용,남,44세,부상신고,37.27146409441273,127.10376248843338
2022061100100307,2022년 6월 11일 14시,토요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승합,여,35세,경상,37.2244079082634,127.10282523101976
2022061100100530,2022년 6월 11일 21시,토요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,승용,여,46세,경상,37.26852578453464,127.10114995091094
2022061500100187,2022년 6월 15일 11시,수요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,젖음/습기,비,단일로 - 기타,승용,남,63세,상해없음,승용,남,81세,경상,37.10970601210972,127.11457882349931
2022062300100392,2022년 6월 23일 17시,목요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승합,남,55세,상해없음,승용,여,55세,경상,37.219492288206304,127.09926670504844
2022062600100010,2022년 6월 26일 00시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,여,50세,경상,37.28767948234479,127.10355337903336
2022062600100403,2022년 6월 26일 23시,일요일,경기도 용인시 수지구 죽전동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,특수,남,70세,상해없음,승용,남,42세,경상,37.13566342020498,127.0867952471056
2022062900100327,2022년 6월 29일 15시,수요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,60세,상해없음,승용,남,35세,경상,37.26929853730925,127.10042403135758
2022063000100093,2022년 6월 30일 07시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,기타 - 기타,화물,남,36세,상해없음,승용,남,55세,경상,37.2896267218706,127.10362213533392
2022063000100162,2022년 6월 30일 09시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,53세,상해없음,특수,남,50세,경상,37.26670106422078,127.10267088313778
2022063000100254,2022년 6월 30일 13시,목요일,경기도 용인시 수지구 죽전동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,70세,상해없음,승용,여,28세,중상,37.336075072730445,127.10354752269852
2022070500100060,2022년 7월 5일 07시,화요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,24세,기타불명,화물,남,32세,경상,37.104655544581824,127.11658518004536
2022070500100138,2022년 7월 5일 09시,화요일,경기도 용인시 기흥구 공세동,경상사고,0,0,13,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승합,남,68세,경상,37.23633594197298,127.10626884267522
2022070600100061,2022년 7월 6일 07시,수요일,경기도 용인시 기흥구 상갈동,중상사고,0,2,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,56세,경상,승용,여,44세,중상,37.26440292169568,127.10279573792133
2022070700100073,2022년 7월 7일 07시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,남,47세,경상,37.267439893407385,127.1025767729418
2022070700100620,2022년 7월 7일 23시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 고가도로위,승용,남,30세,상해없음,승합,남,44세,경상,37.26405198836034,127.10297802939164
2022070800100018,2022년 7월 8일 01시,금요일,경기도 용인시 수지구 죽전동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,48세,경상,37.33248629423601,127.10317129412756
2022070800100463,2022년 7월 8일 18시,금요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,남,41세,경상,37.22415442324879,127.10249966998984
2022071100100035,2022년 7월 11일 06시,월요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,34세,상해없음,승용,남,41세,경상,37.26737702391733,127.10264477446724
2022071300100173,2022년 7월 13일 11시,수요일,경기도 용인시 수지구 죽전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,38세,상해없음,화물,남,35세,경상,37.33085640229326,127.10365396320744
2022071300100289,2022년 7월 13일 15시,수요일,경기도 용인시 수지구 죽전동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,66세,상해없음,승용,남,59세,경상,37.32633954902099,127.10338421864482
2022071300100326,2022년 7월 13일 16시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,46세,부상신고,승용,여,36세,경상,37.26742156288012,127.1024866410715
2022071400100433,2022년 7월 14일 17시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,남,61세,경상,37.28212699443265,127.1035825058517
2022071700100233,2022년 7월 17일 15시,일요일,경기도 용인시 수지구 죽전동,경상사고,0,0,20,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,승합,남,41세,상해없음,37.3244104243924,127.10333792256148
2022072800100571,2022년 7월 28일 21시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,여,31세,경상,37.26734070369452,127.10256601571876
2022072900100551,2022년 7월 29일 20시,금요일,경기도 용인시 처인구 남사읍,중상사고,0,1,0,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,여,41세,중상,37.13097442507134,127.0915266867382
2022073000100208,2022년 7월 30일 12시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,47세,경상,37.28829033916315,127.10292968394062
2022073000100514,2022년 7월 30일 21시,토요일,경기도 용인시 기흥구 신갈동,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,남,47세,부상신고,37.27810661904272,127.10353590990708
2022073100100240,2022년 7월 31일 15시,일요일,경기도 용인시 기흥구 고매동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,45세,상해없음,승용,여,56세,중상,37.23130037576616,127.1072532456601
2022073100100409,2022년 7월 31일 21시,일요일,경기도 용인시 처인구 남사읍,중상사고,0,3,19,2,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,62세,상해없음,화물,남,54세,중상,37.09903063120956,127.11937063989828
2022080200100371,2022년 8월 2일 17시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,41세,경상,37.27070202238773,127.09962708362724
2022080800100075,2022년 8월 8일 08시,월요일,경기도 용인시 처인구 남사읍,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41세,기타불명,승용,여,63세,중상,37.103054963977534,127.11780869159402
2022080900100040,2022년 8월 9일 06시,화요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,젖음/습기,비,기타 - 기타,승용,남,33세,상해없음,승용,남,62세,경상,37.26811441340237,127.1021220827768
2022081000100155,2022년 8월 10일 11시,수요일,경기도 용인시 기흥구 공세동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,71세,경상,승용,여,36세,경상,37.23532706447983,127.10647701690436
2022081100100431,2022년 8월 11일 20시,목요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,56세,상해없음,승용,남,40세,경상,37.094413967320726,127.12175682897802
2022081600100317,2022년 8월 16일 15시,화요일,경기도 용인시 수지구 죽전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,66세,경상,37.32917985217865,127.10366277033836
2022082600100327,2022년 8월 26일 15시,금요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,43세,경상,37.29494548712994,127.10378603469296
2022082600100523,2022년 8월 26일 19시,금요일,경기도 용인시 기흥구 고매동,중상사고,0,2,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,승용,여,25세,중상,37.23505679857252,127.10652351651387
2022082800100378,2022년 8월 28일 18시,일요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승용,여,48세,경상,37.31226082667224,127.10367261063448
2022083000100025,2022년 8월 30일 02시,화요일,경기도 용인시 처인구 남사읍,중상사고,0,2,4,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,58세,중상,화물,남,59세,상해없음,37.101767147955854,127.11818654083125
2022083000100328,2022년 8월 30일 15시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승합,남,59세,경상,37.221072154500526,127.0999797307917
2022083100100098,2022년 8월 31일 08시,수요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,29세,경상,37.26630933050106,127.10412784980242
2022083100100511,2022년 8월 31일 21시,수요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,승용,여,43세,경상,37.307826179547874,127.10372974166474
2022090100100569,2022년 9월 1일 20시,목요일,경기도 용인시 기흥구 보라동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승용,남,41세,상해없음,37.258745722339015,127.10386295090976
2022090500100100,2022년 9월 5일 08시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,34세,상해없음,승용,남,36세,경상,37.26382061363785,127.1038702051354
2022090500100176,2022년 9월 5일 10시,월요일,경기도 용인시 기흥구 고매동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,69세,상해없음,승용,남,21세,중상,37.23322822044983,127.1069050427984
2022091300100047,2022년 9월 13일 07시,화요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,68세,상해없음,승용,남,47세,중상,37.26007942781383,127.10375446939292
2022091400100012,2022년 9월 14일 02시,수요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,여,21세,경상,37.309213388796806,127.10345162702453
2022091700100167,2022년 9월 17일 10시,토요일,경기도 용인시 기흥구 공세동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,25세,상해없음,승용,남,56세,경상,37.23457925132724,127.10658236655296
2022091800100344,2022년 9월 18일 19시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,69세,경상,37.266160954801535,127.10288800931856
