routeName,routeNo,icCode,icName,xValue,yValue
서울양양선,0600,0010J00064,춘천JCT,127.790557,37.751733
서울양양선,0600,0600I00002,동홍천IC,127.964457,37.758545
서울양양선,0600,0600I00003,덕소삼패IC,127.214237,37.594811
서울양양선,0600,0600I00004,화도IC,127.312813,37.632498
서울양양선,0600,0600I00005,서종IC,127.370279,37.635152
서울양양선,0600,0600I00006,설악IC,127.496499,37.669807
서울양양선,0600,0600I00008,강촌IC,127.624887,37.733733
서울양양선,0600,0600I00009,남춘천IC,127.727131,37.752069
서울양양선,0600,0600I00010,조양IC,127.780939,37.758587
서울양양선,0600,0600I00011,동홍천IC,127.966788,37.759504
서울양양선,0600,0600I00012,미사IC,127.192074,37.581497
서울양양선,0600,0600I00013,선동IC,127.177507,37.577939
서울양양선,0600,0600I00014,강일IC,127.168218,37.573519
서울양양선,0600,0600I00015,내촌IC,128.141620,37.790065
서울양양선,0600,0600I00016,내촌ICIC,128.140784,37.789438
서울양양선,0600,0600I00017,인제IC,128.287040,37.912710
서울양양선,0600,0600I00018,서양양IC,128.534313,37.995704
동해선(삼척-속초),0650,0650I00012,강릉IC,128.840468,37.750786
동해선(삼척-속초),0650,0650I00015,남양양IC,128.791440,37.914604
동해선(삼척-속초),0650,0650I00016,망상IC,129.093628,37.585212
동해선(삼척-속초),0650,0650I00017,옥계IC,129.038909,37.620422
동해선(삼척-속초),0650,0650I00018,북강릉IC,128.815614,37.834382
동해선(삼척-속초),0650,0650I00019,동해IC,129.096938,37.514019
동해선(삼척-속초),0650,0650I00020,남강릉IC,128.893478,37.694050
동해선(삼척-속초),0650,0650I00032,하조대IC,128.695966,38.025451
동해선(삼척-속초),0650,0650I00033,양양IC,128.591905,38.075610
동해선(삼척-속초),0650,0650I00125,북양양IC,128.587104,38.154438
동해선(삼척-속초),0650,0650I00126,속초IC,128.524298,38.200602
동해선(삼척-속초),0650,0650I00127,북양양IC,128.585739,38.154576
동해선(삼척-속초),0650,0650I00128,속초ICIC,128.524995,38.201906
동해선(삼척-속초),0650,0650I00133,근덕IC,129.206652,37.391937
동해선(삼척-속초),0650,0650I00134,삼척IC,129.130316,37.451892
동해선(삼척-속초),0650,0650J00014,강릉JCT,128.835659,37.773081
동해선(삼척-속초),0650,0650J00127,양양JCT,128.602558,38.067097
수도권제1순환선,1000,1000I00001,별내IC,127.117970,37.659375
수도권제1순환선,1000,1000I90030,상일IC,127.180297,37.550273
수도권제1순환선,1000,1000I90031,서하남IC,127.153415,37.511827
수도권제1순환선,1000,1000I90032,송파IC,127.129877,37.474394
수도권제1순환선,1000,1000I90033,토평IC,127.158009,37.583731
수도권제1순환선,1000,1000I90034,구리IC,127.143447,37.614695
수도권제1순환선,1000,1000I90035,남양주IC,127.154776,37.601340
수도권제1순환선,1000,1000J90029,도리분기점JCT,126.849803,37.395742
수도권제1순환선,1000,1001I00002,성남IC,127.124254,37.428126
수도권제1순환선,1000,1001I00003,송파IC,127.128098,37.475024
수도권제1순환선,1000,1001I00004,서하남IC,127.151569,37.512340
수도권제1순환선,1000,1001I00006,상일IC,127.179490,37.548870
수도권제1순환선,1000,1001I00007,강일IC,127.165140,37.573340
수도권제1순환선,1000,1001I00008,토평IC,127.156960,37.583830
수도권제1순환선,1000,1001I00009,남양주IC,127.153860,37.601079
수도권제1순환선,1000,1001I00010,구리IC,127.141670,37.615390
수도권제1순환선,1000,1001I00011,퇴계원IC,127.134744,37.640141
수도권제1순환선,1000,1001J00001,판교JCT,127.097409,37.405130
수도권제1순환선,1000,1001J00005,하남JCT,127.195770,37.532000
수도권제1순환선,1000,1003I00013,평촌IC,126.965242,37.382313
수도권제1순환선,1000,1003I00014,산본IC,126.930865,37.377091
수도권제1순환선,1000,1003I00017,시흥IC,126.799490,37.455728
수도권제1순환선,1000,1003I00018,장수IC,126.755651,37.465497
수도권제1순환선,1000,1003I00019,송내IC,126.747678,37.488217
수도권제1순환선,1000,1003I00020,중동IC,126.748989,37.507369
수도권제1순환선,1000,1003I00022,계양IC,126.750500,37.545429
수도권제1순환선,1000,1003I00024,김포IC,126.778369,37.597069
수도권제1순환선,1000,1003I00025,자유로IC,126.801858,37.618172
수도권제1순환선,1000,1003I00026,일산IC,126.805909,37.636223
수도권제1순환선,1000,1003J00012,학의JCT,127.002246,37.386199
수도권제1순환선,1000,1003J00015,조남JCT,126.868980,37.368790
수도권제1순환선,1000,1003J00016,안현JCT,126.819273,37.436724
수도권제1순환선,1000,1003J00021,서운JCT,126.756453,37.527571
수도권제1순환선,1000,1003J00023,노오지JCT,126.754246,37.571252
남해1지선,1020,0100I00022,서마산IC,128.562070,35.235080
남해1지선,1020,0100I00023,동마산IC,128.596884,35.251132
남해1지선,1020,1020I90005,서마산IC,128.563640,35.234966
남해1지선,1020,1020J00001,산인JCT,128.477507,35.272769
남해1지선,1020,1020J00004,창원JCT,128.641812,35.275780
남해2지선,1040,1040I00002,장유IC,128.809130,35.198170
남해2지선,1040,1040I00003,가락IC,128.894140,35.168360
남해2지선,1040,1040I00004,서부산IC,128.950600,35.155450
남해2지선,1040,1040I00005,가락IC,128.893979,35.164480
남해2지선,1040,1040I00006,서부산ICIC,128.951401,35.154669
남해2지선,1040,1040I00007,장유IC,128.810968,35.197427
남해2지선,1040,1040J00001,냉정JCT,128.793129,35.219500
경인선,1200,1200I00001,도화IC,126.672625,37.462061
경인선,1200,1200I00002,가좌IC,126.675401,37.484929
경인선,1200,1200I00003,서인천IC,126.681272,37.520857
경인선,1200,1200I00004,부평IC,126.722980,37.524491
경인선,1200,1200I00006,부천IC,126.778256,37.524907
경인선,1200,1200J00005,서운JCT,126.757400,37.524110
서천공주선,1510,0170I00003,부여IC,126.854360,36.298451
서천공주선,1510,0170I00009,서공주ICIC,127.060761,36.456092
서천공주선,1510,0170I00010,청양IC,126.953350,36.374410
서천공주선,1510,0170I00011,서부여IC,126.791342,36.240238
서천공주선,1510,0170I00012,동서천IC,126.783559,36.043655
서천공주선,1510,0170J00008,서공주JCT,127.064059,36.484395
서천공주선,1510,0170J00013,동서천JCTJCT,126.774982,36.060117
호남지선,2510,0350J00015,서대전JCT,127.316842,36.295179
호남지선,2510,2510I00001,논산IC,127.134867,36.121308
호남지선,2510,2510I00002,계룡IC,127.281775,36.251790
호남지선,2510,2510I00004,유성IC,127.332729,36.363582
호남지선,2510,2510I00005,북대전IC,127.381929,36.412675
호남지선,2510,2510I90007,양촌IC,127.218341,36.158575
호남지선,2510,2510J00006,논산JCT,127.103715,36.081785
대전남부선,3000,3000I00002,서대전IC,127.327420,36.291709
대전남부선,3000,3000I00003,안영IC,127.379291,36.284701
대전남부선,3000,3000I00128,서대전IC,127.329733,36.292944
대전남부선,3000,3000J00004,산내JCT,127.448620,36.282070
대전남부선,3000,3000J90005,산내JCT,127.453230,36.282052
봉담동탄선,4000,4000I00004,북오산IC,127.059048,37.182843
봉담동탄선,4000,4000J00003,동탄JCT,127.098181,37.178225
중부내륙지선,4510,4510I00001,현풍IC,128.440289,35.672377
중부내륙지선,4510,4510I00002,달성IC,128.475923,35.768287
중부내륙지선,4510,4510I00005,남대구IC,128.528911,35.837951
중부내륙지선,4510,4510I00006,성서IC,128.523674,35.850379
중부내륙지선,4510,4510I00007,서대구IC,128.532898,35.876976
중부내륙지선,4510,4510I00009,화원IC,128.480078,35.801333
중부내륙지선,4510,4510I90007,북현풍 하이패스IC,128.436309,35.703720
중부내륙지선,4510,4510I90008,유천IC,128.505676,35.813980
광주외곽순환선,5000,5000I90001,남광산나들목IC,126.797976,35.259769
광주외곽순환선,5000,5000I90003,남장성나들목IC,126.791861,35.225736
광주외곽순환선,5000,5000J90002,남장성분기점JCT,126.746154,35.182058
중앙선지선,5510,5510I00001,물금IC,129.012692,35.307105
중앙선지선,5510,5510I00002,남양산IC,129.027782,35.325967
중앙선지선,5510,5510I00003,삼락IC,128.983472,35.193304
중앙선지선,5510,5510J00104,김해JCT,128.919997,35.224933
부산외곽선,6000,6000I90001,광재IC,128.896381,35.306007
부산외곽선,6000,6000I90002,금정IC,129.113324,35.284043
부산외곽선,6000,6000I90004,기장철마IC,129.152482,35.285016
부산외곽선,6000,6000I90005,김해가야하이패스IC,129.002445,35.268353
부산외곽선,6000,6000I90006,김해금관가야IC,129.002479,35.270519
부산외곽선,6000,6000I90008,진영IC,128.768489,35.299178
부산외곽선,6000,6000I90010,한림IC,128.811787,35.295885
부산외곽선,6000,6000J90003,기장JCT,129.222103,35.282105
부산외곽선,6000,6000J90007,대감JCT,128.985138,35.271282
부산외곽선,6000,6000J90009,진영JCT,128.721242,35.280259
부산외곽선,6000,6000J90011,노포JCT,129.094741,35.291384
