사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat(위도),lon(경도)
2022121700100173,2022년 12월 17일 11시,토요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,58세,상해없음,화물,남,62세,경상,37.23462120850262,127.105646436509
2022121700100223,2022년 12월 17일 12시,토요일,경기도 용인시 처인구 유방동,경상사고,0,0,2,4,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,32세,상해없음,승합,남,47세,부상신고,37.2651655415178,127.19245345957216
2022121700100324,2022년 12월 17일 15시,토요일,경기도 용인시 처인구 고림동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,59세,기타불명,승용,여,53세,경상,37.24603614061997,127.24486022652002
2022121900100137,2022년 12월 19일 09시,월요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,화물,남,35세,상해없음,37.23837253497801,127.36389705335716
2022122200100259,2022년 12월 22일 14시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,57세,상해없음,승합,남,31세,경상,37.26095218185546,127.10327623976842
2022122600100186,2022년 12월 26일 11시,월요일,경기도 용인시 처인구 남사읍,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,37세,상해없음,승용,남,50세,경상,37.10084014679483,127.11864134462188
2022122700100101,2022년 12월 27일 08시,화요일,경기도 용인시 수지구 신봉동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,화물,남,40세,경상,37.32818126410066,127.05839347689842
2022122700100432,2022년 12월 27일 18시,화요일,경기도 용인시 수지구 상현동,경상사고,0,0,12,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31세,상해없음,승용,여,21세,경상,37.293868924646254,127.0766234967581
2022122800100497,2022년 12월 28일 19시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,42세,경상,37.2855976399863,127.10366583188862
2022123100100272,2022년 12월 31일 14시,토요일,경기도 용인시 수지구 신봉동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,50세,경상,37.32770425605655,127.05858815638295
2022123100100323,2022년 12월 31일 16시,토요일,경기도 용인시 기흥구 상갈동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,32세,경상,37.2652860857585,127.10273470837924
